Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,3.08,2.65,3.24,2.45,1.41,1.72,5.27,3.39,3.03,3.83
2,6.65,5.43,18.24,16.61,7.08,6.01,11.6,3.89,3.36,6.27
3,8.22,6.94,10.13,4.73,7.73,4.6,10.49,4.98,7.34,5.77
4,5.35,4.94,4.12,3.76,2.04,1.95,6.64,3.71,3.59,4.9
