Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,2.87,2.98,1.56,1.61,1.75,1.93,3.6,2.03,2.06,2.65
20,2.78,2.7,1.58,1.49,1.76,1.99,3.84,1.96,2.28,2.78
30,3.69,3.89,1.96,2.04,1.82,1.97,4.79,2.32,2.56,3.3
