Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,20.99,13.42,16.88,19.4,22.8,14.65,17.4,10.39,14.78,13.79
20,10.39,9.95,10.57,15.26,14.63,14.39,16.13,13.0,10.34,12.1
30,9.06,8.67,11.29,7.84,9.82,11.26,13.78,13.71,10.09,10.97
