Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,21.54,17.74,14.52,24.43,24.61,14.18,23.93,22.19,12.75,5.68
2,2.72,5.86,6.38,9.27,3.45,3.15,4.53,6.26,5.65,7.97
3,9.58,2.85,6.69,12.27,8.55,3.18,6.69,10.62,8.84,3.61
4,3.51,11.89,16.67,16.02,10.61,9.63,13.99,5.47,13.75,13.17
