Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,13.02,11.47,11.55,11.88,12.2,12.33,12.35,13.39,11.48,11.26
20,13.46,11.44,11.44,12.14,12.03,11.46,11.86,12.23,11.23,10.71
30,20.34,18.04,17.94,17.94,18.19,17.96,16.47,18.62,17.79,17.11
