Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,92.28,95.21,95.41,93.79,94.11,94.66,94.95,93.16,96.06,97.05
20,82.09,85.09,84.84,83.62,83.46,83.95,84.18,82.89,86.14,88.26
30,72.25,73.9,73.86,72.99,72.9,73.21,73.38,72.29,74.58,77.55
