Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,6.28,5.45,9.92,6.07,4.05,3.78,7.85,6.41,5.87,6.85
2,5.31,4.68,7.91,4.11,2.77,1.81,4.75,2.46,2.58,7.21
3,6.41,5.92,11.39,9.79,7.74,5.56,11.9,5.29,5.86,4.8
4,4.14,4.02,3.69,4.14,1.57,1.83,5.72,3.26,2.56,3.34
