Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,1.84,1.9,1.15,1.09,1.42,1.51,2.46,1.4,1.25,1.57
20,3.06,3.22,1.6,1.67,1.71,1.92,4.17,2.06,2.19,3.03
30,3.61,3.65,2.03,1.9,1.61,1.81,4.54,2.18,2.19,2.86
