Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,1.83,1.59,1.57,2.17,1.79,2.19,2.68,2.59,1.31,1.71
2,8.52,7.89,6.28,12.57,8.71,9.93,14.99,13.81,6.3,9.57
3,11.11,7.7,8.15,9.75,15.71,21.65,20.36,21.19,6.9,13.11
4,13.86,8.06,8.02,14.96,12.97,13.46,15.81,15.4,7.19,8.7
