Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,1.13,0.79,0.75,1.41,1.29,1.35,1.55,1.4,0.76,0.9
2,12.04,8.34,6.33,18.19,10.1,11.23,17.39,7.33,7.57,6.54
3,10.02,5.2,5.46,14.3,13.05,14.53,15.88,9.83,4.32,5.96
4,10.35,8.14,8.49,16.21,14.45,17.51,24.35,23.06,7.11,13.5
