Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,98.16,99.61,99.74,98.71,98.12,98.07,97.92,98.44,99.64,99.29
2,74.43,84.05,84.28,68.22,69.45,66.56,62.06,59.04,87.26,76.87
3,43.0,50.77,49.85,29.17,35.25,30.49,33.67,36.92,49.96,53.17
4,20.03,25.44,30.14,17.88,19.21,25.29,17.9,22.67,28.88,30.61
