Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,4.0,3.47,3.19,2.49,1.56,1.97,8.21,3.45,2.2,3.58
2,5.81,4.88,22.16,22.15,9.59,11.06,15.48,3.61,2.6,4.96
3,5.32,6.04,7.12,4.27,5.45,2.82,12.62,5.06,4.8,7.48
4,5.8,6.06,4.61,7.01,2.43,2.91,6.79,7.73,2.91,8.38
