Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,28719.43,24794.39,14507.43,10582.77,32768.58,25761.44,13963.57,20671.07,13812.94,50502.88
2,51850.96,44546.63,48261.84,40956.55,56514.55,52431.46,35827.04,14284.49,22152.8,70350.95
3,70211.79,72264.73,51534.15,46316.3,63537.84,46923.24,43393.22,32275.08,60753.5,86995.39
4,106936.49,87571.94,57718.09,47511.47,71840.06,79294.43,57744.21,74542.9,101911.09,57639.67
