Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,0.65,0.59,0.5,0.43,1.34,1.45,0.76,1.02,0.97,0.44
2,2.23,2.32,1.2,1.37,2.88,3.22,2.06,2.51,2.86,1.51
3,4.99,5.38,2.55,2.46,4.04,4.57,6.45,5.8,5.92,4.31
4,8.68,8.39,3.36,3.64,8.87,9.78,9.65,9.99,9.38,5.74
