Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,0.91,0.9,0.7,0.66,1.32,1.49,1.21,1.06,1.05,0.73
20,2.17,2.0,1.53,1.6,1.42,1.5,3.09,1.29,1.27,1.33
30,3.31,3.28,1.99,2.29,1.21,1.45,4.95,1.89,1.7,2.39
