Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,5.19,4.18,6.21,2.86,2.55,2.69,4.61,3.76,2.86,4.31
2,5.03,5.84,7.9,6.88,3.57,3.06,6.7,3.7,6.25,14.0
3,5.37,5.36,10.55,9.32,5.97,6.14,10.86,8.97,5.2,6.43
4,4.9,4.36,4.75,3.57,1.89,2.29,6.75,2.95,2.95,3.53
