Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,89.85,92.84,96.48,89.59,90.31,88.89,87.69,86.74,92.96,88.38
2,49.78,71.15,54.92,41.86,35.55,33.42,44.22,49.58,65.55,63.95
3,44.96,51.77,55.83,38.32,41.0,34.24,36.45,42.13,59.28,52.75
4,33.01,44.75,47.05,24.91,18.28,18.23,26.68,22.87,49.66,34.07
