Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,18.47,15.9,15.05,16.37,14.57,16.15,19.25,21.22,15.41,17.77
2,15.18,16.55,16.67,19.15,16.92,18.45,20.12,27.43,14.57,15.21
3,16.87,15.88,19.14,20.67,18.12,16.25,24.34,20.88,14.34,20.67
4,11.16,9.43,7.63,9.53,10.72,12.15,10.82,11.08,7.5,8.19
