Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,7.15,6.38,6.6,6.36,6.61,6.33,6.52,6.68,6.36,6.34
20,14.39,13.52,14.26,13.65,14.14,13.25,13.73,14.3,13.62,13.53
30,19.35,18.52,18.89,17.82,18.03,17.88,18.04,18.82,18.3,18.7
