time,part,x_r,y_r,z_r,x_d,y_d,z_d
58.5667,right hind paw,157.492,338.122,-8,151.804,337.99,-8
58.5667,tail root,179.3,325.127,-6,179.3,325.127,-6
58.5667,head center,133.313,324.055,19,133.313,324.055,19
58.5667,tail base,157.806,324.626,19,157.806,324.626,19
58.6,nose,107.06,327.084,2.5,108.34,332.726,2.5
58.6,left ear,126.395,317.8,19,124.209,318.296,19
58.6,right ear,127.603,333.253,19,129.789,332.757,19
58.6,left front paw,122.582,320.355,-8,110.671,321.285,-8
58.6,right front paw,123.439,331.321,-8,135.35,330.39,-8
58.6,left hind paw,150.372,310.158,-8,162.283,309.227,-8
58.6,right hind paw,152.476,337.076,-8,140.565,338.007,-8
58.6,tail root,172.859,321.942,-6,172.859,321.942,-6
58.6,head center,126.999,325.526,19,126.999,325.526,19
58.6,tail base,151.424,323.617,19,151.424,323.617,19
58.6333,nose,100.786,321.18,2.5,100.701,323.949,2.5
58.6333,left ear,121.46,315.466,19,120.387,315.433,19
58.6333,right ear,119.912,330.889,19,120.985,330.922,19
58.6333,left front paw,117.255,317.306,-8,111.703,316.748,-8
58.6333,right front paw,116.157,328.251,-8,121.71,328.808,-8
58.6333,left hind paw,146.412,312.192,-8,151.965,312.749,-8
58.6333,right hind paw,143.716,339.057,-8,138.163,338.499,-8
58.6333,tail root,166.456,327.771,-6,166.456,327.771,-6
58.6333,head center,120.686,323.178,19,120.686,323.178,19
58.6333,tail base,145.064,325.624,19,145.064,325.624,19
58.6667,nose,94.2715,324.264,2.5,94.274,323.87,2.5
58.6667,left ear,114.245,316.445,19,114.397,316.446,19
58.6667,right ear,114.298,331.945,19,114.145,331.944,19
58.6667,left front paw,110.252,318.709,-8,111.042,318.706,-8
58.6667,right front paw,110.29,329.709,-8,109.501,329.711,-8
58.6667,left hind paw,138.725,310.61,-8,137.935,310.613,-8
58.6667,right hind paw,138.818,337.61,-8,139.607,337.607,-8
58.6667,tail root,160.271,324.036,-6,160.271,324.036,-6
58.6667,head center,114.271,324.195,19,114.271,324.195,19
58.6667,tail base,138.771,324.11,19,138.771,324.11,19
58.7,nose,88.3434,318.537,2.5,89.2034,315.104,2.5
58.7,left ear,109.309,314.007,19,110.639,314.34,19
58.7,right ear,106.887,329.317,19,105.557,328.983,19
58.7,left front paw,105.006,315.604,-8,112.081,316.724,-8
58.7,right front paw,103.288,326.469,-8,96.2129,325.35,-8
58.7,left hind paw,134.406,312.155,-8,127.331,311.036,-8
58.7,right hind paw,130.188,338.824,-8,137.262,339.943,-8
58.7,tail root,153.533,328.849,-6,153.533,328.849,-6
58.7,head center,108.098,321.662,19,108.098,321.662,19
58.7,tail base,132.297,325.49,19,132.297,325.49,19
58.7333,nose,81.6072,322.903,2.5,82.2949,317.848,2.5
58.7333,left ear,101.663,315.299,19,103.622,315.566,19
58.7333,right ear,101.55,330.799,19,99.5911,330.532,19
58.7333,left front paw,97.6469,317.52,-8,108.107,317.596,-8
58.7333,right front paw,97.5666,328.52,-8,87.1062,328.443,-8
58.7333,left hind paw,126.205,309.728,-8,115.744,309.652,-8
58.7333,right hind paw,126.007,336.728,-8,136.468,336.804,-8
58.7333,tail root,147.605,323.385,-6,147.605,323.385,-6
58.7333,head center,101.607,323.049,19,101.607,323.049,19
58.7333,tail base,126.106,323.228,19,126.106,323.228,19
58.7667,nose,75.4999,318.717,2.5,75.8506,316.715,2.5
58.7667,left ear,96.2974,313.471,19,97.0732,313.607,19
58.7667,right ear,94.4022,328.855,19,93.6264,328.719,19
58.7667,left front paw,92.0523,315.215,-8,96.1024,315.714,-8
58.7667,right front paw,90.7073,326.133,-8,86.6572,325.634,-8
58.7667,left hind paw,121.317,310.76,-8,117.267,310.261,-8
58.7667,right hind paw,118.015,337.557,-8,122.065,338.056,-8
58.7667,tail root,141.005,326.788,-6,141.005,326.788,-6
58.7667,head center,95.3498,321.163,19,95.3498,321.163,19
58.7667,tail base,119.666,324.159,19,119.666,324.159,19
58.8,nose,68.9229,320.991,2.5,68.9129,322.141,2.5
58.8,left ear,89.199,313.996,19,88.7534,313.992,19
58.8,right ear,88.6187,329.485,19,89.0643,329.489,19
58.8,left front paw,85.1175,316.094,-8,82.8165,316.008,-8
58.8,right front paw,84.7057,327.087,-8,87.0068,327.173,-8
58.8,left hind paw,113.897,309.167,-8,116.198,309.253,-8
58.8,right hind paw,112.886,336.148,-8,110.585,336.062,-8
58.8,tail root,134.877,323.462,-6,134.877,323.462,-6
58.8,head center,88.9088,321.74,19,88.9088,321.74,19
58.8,tail base,113.392,322.657,19,113.392,322.657,19
58.8333,nose,63.8906,312.257,2.5,63.1682,316.465,2.5
58.8333,left ear,85.2476,310.271,19,83.6168,309.991,19
58.8333,right ear,81.0094,325.18,19,82.6402,325.46,19
58.8333,left front paw,80.7848,311.341,-8,72.4266,308.965,-8
58.8333,right front paw,77.7771,321.922,-8,86.1352,324.298,-8
58.8333,left hind paw,110.386,311.439,-8,118.744,313.815,-8
58.8333,right hind paw,103.004,337.41,-8,94.6453,335.034,-8
58.8333,tail root,127.376,330.303,-6,127.376,330.303,-6
58.8333,head center,83.1285,317.725,19,83.1285,317.725,19
58.8333,tail base,106.695,324.424,19,106.695,324.424,19
58.8667,nose,57.0268,313.537,2.5,56.6733,317.902,2.5
58.8667,left ear,78.1325,309.714,19,76.4409,309.577,19
58.8667,right ear,75.1974,324.934,19,76.889,325.071,19
58.8667,left front paw,73.7788,311.166,-8,65.0195,309.477,-8
58.8667,right front paw,71.6958,321.967,-8,80.4551,323.656,-8
58.8667,left hind paw,103.278,308.708,-8,112.037,310.397,-8
58.8667,right hind paw,98.1653,335.219,-8,89.406,333.53,-8
58.8667,tail root,121.833,326.035,-6,121.833,326.035,-6
58.8667,head center,76.665,317.324,19,76.665,317.324,19
58.8667,tail base,100.722,321.964,19,100.722,321.964,19
58.9,nose,50.9911,311.189,2.5,50.7512,312.427,2.5
58.9,left ear,72.2092,308.05,19,71.7292,307.957,19
58.9,right ear,68.784,323.167,19,69.2641,323.26,19
58.9,left front paw,67.8109,309.36,-8,65.3461,308.802,-8
58.9,right front paw,65.3801,320.088,-8,67.845,320.647,-8
58.9,left hind paw,97.3742,307.856,-8,99.8391,308.414,-8
58.9,right hind paw,91.4077,334.188,-8,88.9428,333.63,-8
58.9,tail root,115.359,325.773,-6,115.359,325.773,-6
58.9,head center,70.4966,315.608,19,70.4966,315.608,19
58.9,tail base,94.3909,321.022,19,94.3909,321.022,19
58.9333,nose,45.8421,305.967,2.5,46.5592,304.178,2.5
58.9333,left ear,67.2767,305.178,19,67.9701,305.456,19
58.9333,right ear,62.2117,319.827,19,61.5182,319.549,19
58.9333,left front paw,62.761,305.998,-8,66.4179,307.262,-8
58.9333,right front paw,59.1665,316.394,-8,55.5096,315.129,-8
58.9333,left hind paw,92.3106,307.75,-8,88.6537,306.485,-8
58.9333,right hind paw,83.4877,333.268,-8,87.1446,334.532,-8
58.9333,tail root,108.219,327.534,-6,108.219,327.534,-6
58.9333,head center,64.7442,312.503,19,64.7442,312.503,19
58.9333,tail base,87.8992,320.509,19,87.8992,320.509,19
58.9667,nose,38.7762,307.4,2.5,40.5263,302.702,2.5
58.9667,left ear,60.0193,304.434,19,61.8395,305.112,19
58.9667,right ear,56.4711,319.522,19,54.6508,318.844,19
58.9667,left front paw,55.6104,305.709,-8,65.607,308.059,-8
58.9667,right front paw,53.0923,316.416,-8,43.0957,314.066,-8
58.9667,left hind paw,85.185,304.445,-8,75.1883,302.094,-8
58.9667,right hind paw,79.0042,330.728,-8,89.0009,333.079,-8
58.9667,tail root,103.024,322.508,-6,103.024,322.508,-6
58.9667,head center,58.2452,311.978,19,58.2452,311.978,19
58.9667,tail base,82.0946,317.587,19,82.0946,317.587,19
59,nose,32.0468,308.461,2.5,32.9421,304.955,2.5
59,left ear,53.0235,303.984,19,54.3821,304.331,19
59,right ear,50.5628,319.287,19,49.2042,318.941,19
59,left front paw,48.717,305.57,-8,55.9514,306.734,-8
59,right front paw,46.9707,316.431,-8,39.7363,315.268,-8
59,left hind paw,78.1256,302.196,-8,70.8912,301.033,-8
59,right hind paw,73.8393,328.854,-8,81.0737,330.017,-8
59,tail root,97.2098,318.938,-6,97.2098,318.938,-6
59,head center,51.7932,311.636,19,51.7932,311.636,19
59,tail base,75.9825,315.525,19,75.9825,315.525,19
59.0333,nose,27.0062,302.109,2.5,27.1525,301.672,2.5
59.0333,left ear,48.4195,300.872,19,48.5886,300.929,19
59.0333,right ear,43.6616,315.624,19,43.4925,315.567,19
59.0333,left front paw,43.922,301.785,-8,44.7982,302.068,-8
59.0333,right front paw,40.5454,312.254,-8,39.6692,311.972,-8
59.0333,left hind paw,73.5018,302.92,-8,72.6255,302.638,-8
59.0333,right hind paw,65.2137,328.617,-8,66.09,328.899,-8
59.0333,tail root,89.8198,322.368,-6,89.8198,322.368,-6
59.0333,head center,46.0406,308.248,19,46.0406,308.248,19
59.0333,tail base,69.3577,315.768,19,69.3577,315.768,19
59.0667,nose,19.6426,305.383,2.5,19.3871,308.097,2.5
59.0667,left ear,40.6311,300.962,19,39.5796,300.863,19
59.0667,right ear,38.1298,316.259,19,39.1813,316.358,19
59.0667,left front paw,36.3204,302.537,-8,30.9031,301.651,-8
59.0667,right front paw,34.5453,313.393,-8,39.9627,314.279,-8
59.0667,left hind paw,65.7379,299.241,-8,71.1553,300.127,-8
59.0667,right hind paw,61.3808,325.887,-8,55.9635,325.001,-8
59.0667,tail root,84.7776,316.034,-6,84.7776,316.034,-6
59.0667,head center,39.3805,308.611,19,39.3805,308.611,19
59.0667,tail base,63.5594,312.564,19,63.5594,312.564,19
59.1,nose,12.8458,310.432,2.5,13.7199,316.13,2.5
59.1,left ear,32.7863,302.53,19,30.5784,302.869,19
59.1,right ear,32.9042,318.03,19,35.112,317.691,19
59.1,left front paw,28.8035,304.811,-8,16.9012,304.901,-8
59.1,right front paw,28.8872,315.81,-8,40.7895,315.72,-8
59.1,left hind paw,57.2418,296.594,-8,69.1441,296.503,-8
59.1,right hind paw,57.4472,323.593,-8,45.5449,323.684,-8
59.1,tail root,78.8439,309.93,-6,78.8439,309.93,-6
59.1,head center,32.8452,310.28,19,32.8452,310.28,19
59.1,tail base,57.3445,310.094,19,57.3445,310.094,19
59.1333,nose,6.57855,313.456,2.5,7.03023,316.239,2.5
59.1333,left ear,25.7975,303.933,19,24.7192,304.108,19
59.1333,right ear,27.1964,319.369,19,28.2747,319.194,19
59.1333,left front paw,22.0169,306.535,-8,16.3594,307.047,-8
59.1333,right front paw,23.0096,317.49,-8,28.6671,316.977,-8
59.1333,left hind paw,49.6785,295.995,-8,55.336,295.482,-8
59.1333,right hind paw,52.1154,322.885,-8,46.4579,323.397,-8
59.1333,tail root,72.3092,307.499,-6,72.3092,307.499,-6
59.1333,head center,26.4969,311.651,19,26.4969,311.651,19
59.1333,tail base,50.8969,309.44,19,50.8969,309.44,19
59.1667,nose,0.232844,314.496,2.5,0.198149,314.128,2.5
59.1667,left ear,19.3276,304.726,19,19.4702,304.713,19
59.1667,right ear,20.9251,320.144,19,20.7825,320.157,19
59.1667,left front paw,15.5808,307.377,-8,16.3162,307.3,-8
59.1667,right front paw,16.7145,318.318,-8,15.9791,318.394,-8
59.1667,left hind paw,43.1046,296.482,-8,42.3692,296.558,-8
59.1667,right hind paw,45.8872,323.338,-8,46.6226,323.262,-8
59.1667,tail root,65.8814,307.694,-6,65.8814,307.694,-6
59.1667,head center,20.1263,312.435,19,20.1263,312.435,19
59.1667,tail base,44.4959,309.91,19,44.4959,309.91,19
59.2,nose,-5.97106,306.275,2.5,-5.15461,302.831,2.5
59.2,left ear,14.935,301.479,19,16.2694,301.795,19
59.2,right ear,12.7077,316.818,19,11.3733,316.502,19
59.2,left front paw,10.6532,303.131,-8,17.7415,304.16,-8
59.2,right front paw,9.07257,314.017,-8,1.98425,312.988,-8
59.2,left hind paw,40.007,299.309,-8,32.9187,298.28,-8
59.2,right hind paw,36.1272,326.029,-8,43.2155,327.058,-8
59.2,tail root,59.344,315.759,-6,59.344,315.759,-6
59.2,head center,13.8214,309.149,19,13.8214,309.149,19
59.2,tail base,38.0671,312.669,19,38.0671,312.669,19
59.2333,nose,-10.9386,299.398,2.5,-8.76831,294.806,2.5
59.2333,left ear,10.4775,298.209,19,12.2568,299.05,19
59.2333,right ear,5.6867,312.95,19,3.90747,312.109,19
59.2333,left front paw,5.97794,299.112,-8,15.8789,302.33,-8
59.2333,right front paw,2.578,309.574,-8,-7.32291,306.356,-8
59.2333,left hind paw,35.5551,300.313,-8,25.6542,297.095,-8
59.2333,right hind paw,27.2098,325.991,-8,37.1107,329.209,-8
59.2333,tail root,51.8297,319.797,-6,51.8297,319.797,-6
59.2333,head center,8.08211,305.579,19,8.08211,305.579,19
59.2333,tail base,31.3825,313.152,19,31.3825,313.152,19
59.2667,nose,-18.2553,302.224,2.5,-17.8111,300.292,2.5
59.2667,left ear,2.79395,298.102,19,3.54284,298.274,19
59.2667,right ear,0.0754336,313.362,19,-0.673455,313.19,19
59.2667,left front paw,-1.53867,299.616,-8,2.38031,300.314,-8
59.2667,right front paw,-3.46794,310.445,-8,-7.38692,309.747,-8
59.2667,left hind paw,27.9227,296.738,-8,24.0037,296.04,-8
59.2667,right hind paw,23.1872,323.32,-8,27.1062,324.018,-8
59.2667,tail root,46.7217,313.8,-6,46.7217,313.8,-6
59.2667,head center,1.43469,305.732,19,1.43469,305.732,19
59.2667,tail base,25.5549,310.029,19,25.5549,310.029,19
59.3,nose,-22.4722,293.801,2.5,-22.9002,294.949,2.5
59.3,left ear,-1.02658,294.187,19,-1.47118,294.021,19
59.3,right ear,-6.88608,308.537,19,-6.44148,308.703,19
59.3,left front paw,-5.58032,294.758,-8,-7.85097,293.831,-8
59.3,right front paw,-9.73868,304.942,-8,-7.46803,305.869,-8
59.3,left hind paw,23.829,298.126,-8,26.0997,299.053,-8
59.3,right hind paw,13.6221,323.122,-8,11.3515,322.195,-8
59.3,tail root,38.6301,318.752,-6,38.6301,318.752,-6
59.3,head center,-3.95633,301.362,19,-3.95633,301.362,19
59.3,tail base,18.7256,310.624,19,18.7256,310.624,19
59.3333,nose,-27.4124,289.108,2.5,-28.8976,293.212,2.5
59.3333,left ear,-6.04418,290.969,19,-7.63463,290.393,19
59.3333,right ear,-12.8775,304.881,19,-11.287,305.457,19
59.3333,left front paw,-10.6264,291.225,-8,-18.6053,287.306,-8
59.3333,right front paw,-15.4758,301.098,-8,-7.49699,305.017,-8
59.3333,left hind paw,18.4814,296.609,-8,26.4602,300.528,-8
59.3333,right hind paw,6.57826,320.843,-8,-1.40058,316.924,-8
59.3333,tail root,31.8277,318.204,-6,31.8277,318.204,-6
59.3333,head center,-9.46082,297.925,19,-9.46082,297.925,19
59.3333,tail base,12.5298,308.726,19,12.5298,308.726,19
59.3667,nose,30.2941,320.151,2.5,31.7947,316.92,2.5
59.3667,left ear,9.09963,316.856,19,10.3519,317.437,19
59.3667,right ear,16.854,303.435,19,15.6018,302.854,19
59.3667,left front paw,13.6887,316.909,-8,19.9334,320.517,-8
59.3667,right front paw,19.1918,307.384,-8,12.9472,303.776,-8
59.3667,left hind paw,-14.9906,309.578,-8,-21.2353,305.97,-8
59.3667,right hind paw,-1.483,286.199,-8,4.76165,289.808,-8
59.3667,tail root,-26.8529,287.133,-6,-26.8529,287.133,-6
59.3667,head center,12.9768,310.146,19,12.9768,310.146,19
59.3667,tail base,-8.23681,297.889,19,-8.23681,297.889,19
59.4,nose,34.1584,328.475,2.5,34.3944,328.172,2.5
59.4,left ear,13.6754,322.11,19,13.7929,322.202,19
59.4,right ear,23.3122,309.97,19,23.1947,309.879,19
59.4,left front paw,18.2072,322.835,-8,18.8093,323.313,-8
59.4,right front paw,25.0462,314.219,-8,24.4442,313.742,-8
59.4,left hind paw,-9.08871,311.381,-8,-9.69081,310.903,-8
59.4,right hind paw,7.6981,290.234,-8,8.30019,290.712,-8
59.4,tail root,-17.5347,287.441,-6,-17.5347,287.441,-6
59.4,head center,18.4938,316.04,19,18.4938,316.04,19
59.4,tail base,-0.695306,300.808,19,-0.695306,300.808,19
59.4333,nose,41.285,329.575,2.5,39.5974,331.832,2.5
59.4333,left ear,20.2719,325.273,19,19.3976,324.619,19
59.4333,right ear,28.6578,312.237,19,29.5322,312.891,19
59.4333,left front paw,24.8533,325.545,-8,20.0781,322.473,-8
59.4333,right front paw,30.8045,316.293,-8,35.5797,319.365,-8
59.4333,left hind paw,-3.44363,316.853,-8,1.33157,319.925,-8
59.4333,right hind paw,11.164,294.146,-8,6.38878,291.074,-8
59.4333,tail root,-14.2215,293.868,-6,-14.2215,293.868,-6
59.4333,head center,24.4649,318.755,19,24.4649,318.755,19
59.4333,tail base,3.86017,305.5,19,3.86017,305.5,19
59.4667,nose,46.0273,334.081,2.5,42.108,338.289,2.5
59.4667,left ear,25.1726,329.067,19,23.542,327.548,19
59.4667,right ear,33.9966,316.323,19,35.6272,317.842,19
59.4667,left front paw,29.742,329.494,-8,19.9816,322.735,-8
59.4667,right front paw,36.0043,320.45,-8,45.7647,327.209,-8
59.4667,left hind paw,1.75685,319.846,-8,11.5173,326.605,-8
59.4667,right hind paw,17.1277,297.649,-8,7.36731,290.89,-8
59.4667,tail root,-8.23361,296.508,-6,-8.23361,296.508,-6
59.4667,head center,29.5846,322.695,19,29.5846,322.695,19
59.4667,tail base,9.4423,308.747,19,9.4423,308.747,19
59.5,nose,54.5501,332.059,2.5,53.2813,334.432,2.5
59.5,left ear,33.1323,330.901,19,32.2128,330.409,19
59.5,right ear,39.5047,316.772,19,40.4242,317.263,19
59.5,left front paw,37.7037,330.494,-8,32.7641,328.267,-8
59.5,right front paw,42.226,320.467,-8,47.1656,322.695,-8
59.5,left hind paw,8.43464,326.07,-8,13.3742,328.298,-8
59.5,right hind paw,19.5349,301.457,-8,14.5953,299.23,-8
59.5,tail root,-5.61419,304.925,-6,-5.61419,304.925,-6
59.5,head center,36.3185,323.836,19,36.3185,323.836,19
59.5,tail base,13.9848,313.764,19,13.9848,313.764,19
59.5333,nose,62.8129,327.473,2.5,62.9153,326.964,2.5
59.5333,left ear,41.6313,330.849,19,41.8284,330.889,19
59.5333,right ear,44.8868,315.695,19,44.6897,315.655,19
59.5333,left front paw,46.0146,329.489,-8,47.0294,329.707,-8
59.5333,right front paw,48.325,318.735,-8,47.3102,318.517,-8
59.5333,left hind paw,16.4701,331.325,-8,15.4553,331.107,-8
59.5333,right hind paw,22.1411,304.927,-8,23.1558,305.145,-8
59.5333,tail root,-1.71485,313.61,-6,-1.71485,313.61,-6
59.5333,head center,43.259,323.272,19,43.259,323.272,19
59.5333,tail base,19.3056,318.126,19,19.3056,318.126,19
59.5667,nose,69.9073,320.031,2.5,69.4386,316.36,2.5
59.5667,left ear,50.1853,328.463,19,51.6078,328.282,19
59.5667,right ear,49.653,312.973,19,48.2305,313.154,19
59.5667,left front paw,54.1057,326.077,-8,61.5992,325.82,-8
59.5667,right front paw,53.7279,315.084,-8,46.2344,315.341,-8
59.5667,left hind paw,25.8972,335.052,-8,18.4037,335.309,-8
59.5667,right hind paw,24.97,308.067,-8,32.4635,307.81,-8
59.5667,tail root,3.94629,322.298,-6,3.94629,322.298,-6
59.5667,head center,49.9192,320.718,19,49.9192,320.718,19
59.5667,tail base,25.4336,321.559,19,25.4336,321.559,19
59.6,nose,76.3812,321.55,2.5,75.8479,316.674,2.5
59.6,left ear,56.2747,329.019,19,58.1643,328.812,19
59.6,right ear,56.4917,313.521,19,54.6022,313.727,19
59.6,left front paw,60.3058,326.825,-8,70.3435,326.966,-8
59.6,right front paw,60.4598,315.826,-8,50.4221,315.686,-8
59.6,left hind paw,31.6966,334.425,-8,21.6588,334.285,-8
59.6,right hind paw,32.0747,307.428,-8,42.1124,307.569,-8
59.6,tail root,10.3877,320.626,-6,10.3877,320.626,-6
59.6,head center,56.3832,321.27,19,56.3832,321.27,19
59.6,tail base,31.8856,320.927,19,31.8856,320.927,19
59.6333,nose,81.6185,330.462,2.5,82.0028,328.724,2.5
59.6333,left ear,60.2935,332.767,19,60.9673,332.916,19
59.6333,right ear,64.309,317.796,19,63.6352,317.647,19
59.6333,left front paw,64.7399,331.63,-8,68.19,332.555,-8
59.6333,right front paw,67.5895,321.005,-8,64.1394,320.08,-8
59.6333,left hind paw,35.1403,331.973,-8,31.6902,331.048,-8
59.6333,right hind paw,42.135,305.895,-8,45.5851,306.82,-8
59.6333,tail root,17.8716,313.364,-6,17.8716,313.364,-6
59.6333,head center,62.3013,325.281,19,62.3013,325.281,19
59.6333,tail base,38.6377,318.934,19,38.6377,318.934,19
59.6667,nose,88.8804,326.721,2.5,88.6715,328.152,2.5
59.6667,left ear,68.1571,332.253,19,67.6026,332.172,19
59.6667,right ear,69.8404,316.845,19,70.3949,316.926,19
59.6667,left front paw,72.3778,330.451,-8,69.497,330.136,-8
59.6667,right front paw,73.5724,319.516,-8,76.4532,319.831,-8
59.6667,left hind paw,43.1775,335.308,-8,46.0583,335.623,-8
59.6667,right hind paw,46.1098,308.468,-8,43.229,308.153,-8
59.6667,tail root,23.2708,319.553,-6,23.2708,319.553,-6
59.6667,head center,68.9987,324.549,19,68.9987,324.549,19
59.6667,tail base,44.6437,321.888,19,44.6437,321.888,19
59.7,nose,94.2515,333.005,2.5,92.5401,337.267,2.5
59.7,left ear,72.9158,335.208,19,71.2644,334.545,19
59.7,right ear,77.0023,320.257,19,78.6537,320.92,19
59.7,left front paw,77.3675,334.092,-8,68.3278,331.622,-8
59.7,right front paw,80.2675,323.482,-8,89.3073,325.952,-8
59.7,left hind paw,47.7667,334.296,-8,56.8064,336.766,-8
59.7,right hind paw,54.885,308.251,-8,45.8453,305.78,-8
59.7,tail root,30.5865,315.605,-6,30.5865,315.605,-6
59.7,head center,74.959,327.732,19,74.959,327.732,19
59.7,tail base,51.3258,321.273,19,51.3258,321.273,19
59.7333,nose,98.9067,339.289,2.5,96.975,342.808,2.5
59.7333,left ear,77.4684,338.607,19,76.1049,337.859,19
59.7333,right ear,83.5257,324.34,19,84.8893,325.088,19
59.7333,left front paw,82.0296,338.099,-8,74.5258,334.913,-8
59.7333,right front paw,86.3284,327.974,-8,93.8321,331.16,-8
59.7333,left hind paw,52.6696,334.326,-8,60.1734,337.511,-8
59.7333,right hind paw,63.2211,309.473,-8,55.7173,306.287,-8
59.7333,tail root,38.1551,313.497,-6,38.1551,313.497,-6
59.7333,head center,80.4971,331.473,19,80.4971,331.473,19
59.7333,tail base,57.9453,321.899,19,57.9453,321.899,19
59.7667,nose,107.018,334.881,2.5,106.835,335.697,2.5
59.7667,left ear,85.8793,338.517,19,85.5634,338.446,19
59.7667,right ear,88.949,323.324,19,89.2649,323.395,19
59.7667,left front paw,90.2457,337.104,-8,88.6067,336.773,-8
59.7667,right front paw,92.4242,326.322,-8,94.0631,326.653,-8
59.7667,left hind paw,60.7258,339.301,-8,62.3648,339.632,-8
59.7667,right hind paw,66.073,312.836,-8,64.4341,312.505,-8
59.7667,tail root,42.3253,321.81,-6,42.3253,321.81,-6
59.7667,head center,87.4141,330.921,19,87.4141,330.921,19
59.7667,tail base,63.3994,326.068,19,63.3994,326.068,19
59.8,nose,113.999,331.488,2.5,114.019,329.096,2.5
59.8,left ear,93.5174,337.857,19,94.4445,337.865,19
59.8,right ear,94.5736,322.393,19,93.6465,322.386,19
59.8,left front paw,97.6614,335.885,-8,102.462,336.213,-8
59.8,right front paw,98.411,324.911,-8,93.6109,324.583,-8
59.8,left hind paw,68.6825,341.925,-8,63.8824,341.597,-8
59.8,right hind paw,70.5224,314.987,-8,75.3225,315.315,-8
59.8,tail root,48.1524,326.991,-6,48.1524,326.991,-6
59.8,head center,94.0455,330.125,19,94.0455,330.125,19
59.8,tail base,69.6025,328.456,19,69.6025,328.456,19
59.8333,nose,120.497,331.456,2.5,120.044,325.986,2.5
59.8333,left ear,100.101,338.095,19,102.22,337.919,19
59.8333,right ear,100.953,322.618,19,98.8334,322.794,19
59.8333,left front paw,104.218,336.068,-8,115.499,336.689,-8
59.8333,right front paw,104.823,325.085,-8,93.5422,324.464,-8
59.8333,left hind paw,75.3217,342.489,-8,64.0409,341.868,-8
59.8333,right hind paw,76.8059,315.53,-8,88.0868,316.151,-8
59.8333,tail root,54.5963,327.828,-6,54.5963,327.828,-6
59.8333,head center,100.527,330.356,19,100.527,330.356,19
59.8333,tail base,76.0638,329.01,19,76.0638,329.01,19
59.8667,nose,126.435,336.34,2.5,126.757,333.279,2.5
59.8667,left ear,105.364,340.348,19,106.55,340.472,19
59.8667,right ear,108.165,325.103,19,106.979,324.978,19
59.8667,left front paw,109.704,338.858,-8,115.814,339.98,-8
59.8667,right front paw,111.693,328.039,-8,105.583,326.916,-8
59.8667,left hind paw,80.2278,341.575,-8,74.1181,340.452,-8
59.8667,right hind paw,85.1078,315.02,-8,91.2176,316.142,-8
59.8667,tail root,61.5219,324.411,-6,61.5219,324.411,-6
59.8667,head center,106.764,332.725,19,106.764,332.725,19
59.8667,tail base,82.6678,328.297,19,82.6678,328.297,19
59.9,nose,131.441,342.751,2.5,131.395,342.884,2.5
59.9,left ear,110.007,343.552,19,109.956,343.534,19
59.9,right ear,115.064,328.9,19,115.115,328.918,19
59.9,left front paw,114.522,342.73,-8,114.257,342.639,-8
59.9,right front paw,118.111,332.332,-8,118.377,332.424,-8
59.9,left hind paw,84.9718,340.995,-8,85.2377,341.087,-8
59.9,right hind paw,93.7802,315.472,-8,93.5143,315.38,-8
59.9,tail root,69.0523,321.219,-6,69.0523,321.219,-6
59.9,head center,112.536,336.226,19,112.536,336.226,19
59.9,tail base,89.376,328.234,19,89.376,328.234,19
59.9333,nose,139.377,336.637,2.5,138.772,339.935,2.5
59.9333,left ear,118.717,342.399,19,117.439,342.164,19
59.9333,right ear,120.229,326.973,19,121.507,327.208,19
59.9333,left front paw,122.917,340.55,-8,116.171,339.889,-8
59.9333,right front paw,123.99,329.602,-8,130.736,330.264,-8
59.9333,left hind paw,93.7724,345.731,-8,100.518,346.392,-8
59.9333,right hind paw,96.4067,318.86,-8,89.6611,318.199,-8
59.9333,tail root,73.6922,330.198,-6,73.6922,330.198,-6
59.9333,head center,119.473,334.686,19,119.473,334.686,19
59.9333,tail base,95.0896,332.296,19,95.0896,332.296,19
59.9667,nose,145.229,341.237,2.5,143.487,346.16,2.5
59.9667,left ear,124.056,344.663,19,122.148,343.988,19
59.9667,right ear,127.276,329.501,19,129.183,330.177,19
59.9667,left front paw,128.436,343.293,-8,117.948,341.066,-8
59.9667,right front paw,130.721,332.533,-8,141.209,334.76,-8
59.9667,left hind paw,98.8959,345.199,-8,109.384,347.426,-8
59.9667,right hind paw,104.504,318.788,-8,94.0162,316.56,-8
59.9667,tail root,80.6691,327.527,-6,80.6691,327.527,-6
59.9667,head center,125.666,337.082,19,125.666,337.082,19
59.9667,tail base,101.7,331.993,19,101.7,331.993,19
60,nose,151.654,342.267,2.5,151.129,344.301,2.5
60,left ear,130.512,345.886,19,129.724,345.682,19
60,right ear,133.594,330.695,19,134.383,330.899,19
60,left front paw,134.88,344.476,-8,130.745,343.637,-8
60,right front paw,137.067,333.695,-8,141.202,334.534,-8
60,left hind paw,105.358,346.649,-8,109.493,347.488,-8
60,right hind paw,110.727,320.188,-8,106.592,319.349,-8
60,tail root,86.972,329.144,-6,86.972,329.144,-6
60,head center,132.053,338.29,19,132.053,338.29,19
60,tail base,108.043,333.419,19,108.043,333.419,19
60.0333,nose,158.531,340.337,2.5,158.623,339.199,2.5
60.0333,left ear,137.803,345.855,19,138.245,345.89,19
60.0333,right ear,139.498,330.448,19,139.056,330.412,19
60.0333,left front paw,142.025,344.055,-8,144.299,344.306,-8
