time,part,x_r,y_r,z_r,x_d,y_d,z_d
7.5,right front paw,87.446,9.32435,-8,92.5643,8.56738,-8
7.5,left hind paw,62.0324,32.2895,-8,67.1507,31.5325,-8
7.5,right hind paw,58.0822,5.58001,-8,52.9639,6.33698,-8
7.5,tail root,38.7886,22.0802,-6,38.7886,22.0802,-6
7.5,head center,84.2937,15.3504,19,84.2937,15.3504,19
7.5,tail base,60.0573,18.9348,19,60.0573,18.9348,19
7.53333,nose,105.706,17.5336,2.5,105.609,19.4828,2.5
7.53333,left ear,85.7001,25.2693,19,84.9448,25.2318,19
7.53333,right ear,85.7112,9.76927,19,86.4666,9.80671,19
7.53333,left front paw,89.7017,23.0221,-8,85.7844,23.0193,-8
7.53333,right front paw,89.7096,12.0221,-8,93.627,12.0249,-8
7.53333,left hind paw,61.196,31.0017,-8,65.1134,31.0045,-8
7.53333,right hind paw,61.2153,4.00175,-8,57.298,3.99895,-8
7.53333,tail root,39.7057,17.4864,-6,39.7057,17.4864,-6
7.53333,head center,85.7057,17.5193,19,85.7057,17.5193,19
7.53333,tail base,61.2057,17.5018,19,61.2057,17.5018,19
7.56667,nose,106.039,9.40592,2.5,106.294,10.7076,2.5
7.56667,left ear,88.2962,21.4586,19,87.7918,21.5576,19
7.56667,right ear,84.8074,6.35634,19,85.3118,6.25732,19
7.56667,left front paw,91.6871,18.366,-8,89.0979,18.9642,-8
7.56667,right front paw,89.2112,7.64829,-8,91.8004,7.05018,-8
7.56667,left hind paw,65.719,32.5755,-8,68.3082,31.9774,-8
7.56667,right hind paw,59.6419,6.26829,-8,57.0527,6.8664,-8
7.56667,tail root,41.7321,24.2611,-6,41.7321,24.2611,-6
7.56667,head center,86.5518,13.9075,19,86.5518,13.9075,19
7.56667,tail base,62.6804,19.4219,19,62.6804,19.4219,19
7.6,nose,106.488,6.28707,2.5,106.688,6.95441,2.5
7.6,left ear,89.7883,19.7474,19,89.5297,19.8249,19
7.6,right ear,85.0789,4.98015,19,85.3375,4.90262,19
7.6,left front paw,92.9156,16.3884,-8,91.5875,16.812,-8
7.6,right front paw,89.5734,5.90844,-8,90.9015,5.48489,-8
7.6,left hind paw,68.1936,32.6695,-8,69.5217,32.246,-8
7.6,right hind paw,59.9901,6.94594,-8,58.662,7.36949,-8
7.6,tail root,43.6083,26.3402,-6,43.6083,26.3402,-6
7.6,head center,87.4336,12.3638,19,87.4336,12.3638,19
7.6,tail base,64.0919,19.8077,19,64.0919,19.8077,19
7.63333,nose,107.176,4.40062,2.5,107.198,4.46041,2.5
7.63333,left ear,91.0861,18.5846,19,91.0629,18.5931,19
7.63333,right ear,85.7297,4.03956,19,85.7529,4.03107,19
7.63333,left front paw,94.0621,15.091,-8,93.9426,15.135,-8
7.63333,right front paw,90.2608,4.76865,-8,90.3803,4.72464,-8
7.63333,left hind paw,70.0825,32.4469,-8,70.2021,32.4029,-8
7.63333,right hind paw,60.752,7.11037,-8,60.6325,7.15439,-8
7.63333,tail root,45.2419,27.2085,-6,45.2419,27.2085,-6
7.63333,head center,88.4079,11.3121,19,88.4079,11.3121,19
7.63333,tail base,65.4173,19.7787,19,65.4173,19.7787,19
7.66667,nose,110.389,12.674,2.5,110.321,12.1069,2.5
7.66667,left ear,91.299,22.4543,19,91.5188,22.4282,19
7.66667,right ear,89.6933,7.0377,19,89.4735,7.06377,19
7.66667,left front paw,95.0444,19.802,-8,96.1809,19.6836,-8
7.66667,right front paw,93.9049,8.8612,-8,92.7684,8.97958,-8
7.66667,left hind paw,67.5266,30.7115,-8,66.3901,30.8299,-8
7.66667,right hind paw,64.7294,3.85677,-8,65.8659,3.7384,-8
7.66667,tail root,44.7437,19.5115,-6,44.7437,19.5115,-6
7.66667,head center,90.4962,14.746,19,90.4962,14.746,19
7.66667,tail base,66.128,17.2841,19,66.128,17.2841,19
7.7,nose,111.798,14.4296,2.5,111.7,13.2272,2.5
7.7,left ear,92.2211,23.193,19,92.687,23.155,19
7.7,right ear,91.4278,7.71329,19,90.9619,7.75129,19
7.7,left front paw,96.1007,20.7412,-8,98.5135,20.6176,-8
7.7,right front paw,95.5377,9.75563,-8,93.1249,9.87928,-8
7.7,left hind paw,68.0475,30.1893,-8,65.6347,30.313,-8
7.7,right hind paw,66.6657,3.22469,-8,69.0785,3.10105,-8
7.7,tail root,45.8847,17.8073,-6,45.8847,17.8073,-6
7.7,head center,91.8245,15.4531,19,91.8245,15.4531,19
7.7,tail base,67.3566,16.707,19,67.3566,16.707,19
7.73333,nose,111.898,6.91889,2.5,111.342,5.16448,2.5
7.73333,left ear,94.5749,19.5665,19,95.2547,19.351,19
7.73333,right ear,90.5759,4.59122,19,89.8961,4.80673,19
7.73333,left front paw,97.859,16.3607,-8,101.427,15.408,-8
7.73333,right front paw,95.021,5.73306,-8,91.4534,6.68575,-8
7.73333,left hind paw,72.3878,31.4428,-8,68.8202,32.3955,-8
7.73333,right hind paw,65.4219,5.35684,-8,68.9895,4.40415,-8
7.73333,tail root,48.1327,23.9468,-6,48.1327,23.9468,-6
7.73333,head center,92.5754,12.0788,19,92.5754,12.0788,19
7.73333,tail base,68.9048,18.3998,19,68.9048,18.3998,19
7.76667,nose,114.336,14.858,2.5,114.114,12.396,2.5
7.76667,left ear,94.5636,23.1713,19,95.5176,23.085,19
7.76667,right ear,94.1246,7.67747,19,93.1706,7.76372,19
7.76667,left front paw,98.4983,20.8089,-8,103.469,20.6681,-8
7.76667,right front paw,98.1868,9.8133,-8,93.2161,9.95411,-8
7.76667,left hind paw,70.2362,29.6127,-8,65.2656,29.7535,-8
7.76667,right hind paw,69.4716,2.62355,-8,74.4423,2.48274,-8
7.76667,tail root,48.3626,16.727,-6,48.3626,16.727,-6
7.76667,head center,94.3441,15.4244,19,94.3441,15.4244,19
7.76667,tail base,69.8539,16.1181,19,69.8539,16.1181,19
7.8,nose,114.542,7.05868,2.5,113.555,4.12024,2.5
7.8,left ear,97.0373,19.4537,19,98.1759,19.0713,19
7.8,right ear,93.2559,4.42202,19,92.1173,4.80444,19
7.8,left front paw,100.368,16.2958,-8,106.434,14.7696,-8
7.8,right front paw,97.684,5.6282,-8,91.617,7.1544,-8
7.8,left hind paw,74.6803,31.007,-8,68.6133,32.5331,-8
7.8,right hind paw,68.0934,4.82274,-8,74.1603,3.29654,-8
7.8,tail root,50.5364,23.16,-6,50.5364,23.16,-6
7.8,head center,95.1466,11.9379,19,95.1466,11.9379,19
7.8,tail base,71.3868,17.9148,19,71.3868,17.9148,19
7.83333,nose,115.541,5.82014,2.5,114.208,2.34483,2.5
7.83333,left ear,98.3717,18.6764,19,99.7184,18.1598,19
7.83333,right ear,94.1919,3.75057,19,92.8452,4.26707,19
7.83333,left front paw,101.617,15.431,-8,108.88,13.397,-8
7.83333,right front paw,98.6505,4.83855,-8,91.3873,6.87254,-8
7.83333,left hind paw,76.33,30.8202,-8,69.0667,32.8541,-8
7.83333,right hind paw,69.049,4.8204,-8,76.3122,2.7864,-8
7.83333,tail root,51.986,23.6181,-6,51.986,23.6181,-6
7.83333,head center,96.2818,11.2135,19,96.2818,11.2135,19
7.83333,tail base,72.6895,17.8203,19,72.6895,17.8203,19
7.86667,nose,116.238,3.71277,2.5,114.418,-0.225117,2.5
7.86667,left ear,99.7489,17.4303,19,101.275,16.7252,19
7.86667,right ear,94.8111,2.73786,19,93.2852,3.44301,19
7.86667,left front paw,102.824,14.0233,-8,111.196,11.2095,-8
7.86667,right front paw,99.3195,3.59637,-8,90.947,6.41015,-8
7.86667,left hind paw,78.3571,30.6856,-8,69.9846,33.4994,-8
7.86667,right hind paw,69.7558,5.0923,-8,78.1282,2.27852,-8
7.86667,tail root,53.6766,24.7381,-6,53.6766,24.7381,-6
7.86667,head center,97.28,10.0841,19,97.28,10.0841,19
7.86667,tail base,74.0564,17.889,19,74.0564,17.889,19
7.9,nose,117.018,2.06012,2.5,114.713,-2.31603,2.5
7.9,left ear,101.042,16.3722,19,102.738,15.479,19
7.9,right ear,95.5698,1.87036,19,93.874,2.76358,19
7.9,left front paw,103.99,12.8549,-8,113.464,9.2798,-8
7.9,right front paw,100.107,2.56323,-8,90.6327,6.13829,-8
7.9,left hind paw,80.15,30.4018,-8,70.6761,33.9769,-8
7.9,right hind paw,70.6175,5.14056,-8,80.0914,1.56551,-8
7.9,tail root,55.2683,25.3619,-6,55.2683,25.3619,-6
7.9,head center,98.306,9.12127,19,98.306,9.12127,19
7.9,tail base,75.3838,17.7712,19,75.3838,17.7712,19
7.93333,nose,118.44,2.17878,2.5,115.865,-2.73248,2.5
7.93333,left ear,102.222,16.2168,19,104.126,15.219,19
7.93333,right ear,96.9977,1.62389,19,95.0946,2.62167,19
7.93333,left front paw,105.23,12.7501,-8,115.984,8.89983,-8
7.93333,right front paw,101.522,2.3939,-8,90.7679,6.24422,-8
7.93333,left hind paw,81.0944,29.8887,-8,70.3403,33.739,-8
7.93333,right hind paw,71.9933,4.4688,-8,82.7475,0.61848,-8
7.93333,tail root,56.3021,24.4259,-6,56.3021,24.4259,-6
7.93333,head center,99.61,8.92033,19,99.61,8.92033,19
7.93333,tail base,76.5439,17.1787,19,76.5439,17.1787,19
7.96667,nose,121.254,7.82085,2.5,119.602,2.5973,2.5
7.96667,left ear,102.843,18.8247,19,104.867,18.1843,19
7.96667,right ear,100.236,3.54553,19,98.2114,4.18593,19
7.96667,left front paw,106.407,15.9339,-8,117.524,14.0369,-8
7.96667,right front paw,104.557,5.09062,-8,93.4404,6.98761,-8
7.96667,left hind paw,79.6592,28.6139,-8,68.5425,30.5109,-8
7.96667,right hind paw,75.1174,1.99867,-8,86.2341,0.101676,-8
7.96667,tail root,56.1947,18.9229,-6,56.1947,18.9229,-6
7.96667,head center,101.539,11.1851,19,101.539,11.1851,19
7.96667,tail base,77.3883,15.3063,19,77.3883,15.3063,19
8,nose,120.132,-0.536584,2.5,117.678,-4.74914,2.5
8,left ear,104.808,14.4713,19,106.441,13.5204,19
8,right ear,98.6967,0.227051,19,97.0643,1.17796,19
8,left front paw,107.597,10.8265,-8,116.763,6.89382,-8
8,right front paw,103.26,0.717615,-8,94.0938,4.65026,-8
8,left hind paw,84.5602,29.4156,-8,75.3942,33.3482,-8
8,right hind paw,73.9144,4.60296,-8,83.0804,0.670312,-8
8,tail root,59.4791,25.4865,-6,59.4791,25.4865,-6
8,head center,101.752,7.3492,19,101.752,7.3492,19
8,tail base,79.2373,17.0093,19,79.2373,17.0093,19
8.03333,nose,119.273,-5.11379,2.5,116.734,-8.53402,2.5
8.03333,left ear,105.967,11.7087,19,107.292,10.7249,19
8.03333,right ear,98.1056,-1.64997,19,96.7802,-0.666123,19
8.03333,left front paw,108.273,7.74094,-8,115.743,3.34522,-8
8.03333,right front paw,102.694,-1.73944,-8,95.2241,2.65629,-8
8.03333,left hind paw,87.7673,29.0898,-8,80.2973,33.4855,-8
8.03333,right hind paw,74.074,5.81977,-8,81.544,1.42404,-8
8.03333,tail root,62.3908,28.3587,-6,62.3908,28.3587,-6
8.03333,head center,102.036,5.02939,19,102.036,5.02939,19
8.03333,tail base,80.9207,17.4548,19,80.9207,17.4548,19
8.06667,nose,118.789,-8.271,2.5,116.434,-11.0372,2.5
8.06667,left ear,106.914,9.5908,19,107.986,8.67815,19
8.06667,right ear,97.9792,-3.07474,19,96.9073,-2.1621,19
8.06667,left front paw,108.886,5.44645,-8,114.898,1.20529,-8
8.06667,right front paw,102.545,-3.542,-8,96.5328,0.699156,-8
8.06667,left hind paw,90.209,28.4124,-8,84.1971,32.6535,-8
8.06667,right hind paw,74.6449,6.3498,-8,80.6568,2.10864,-8
8.06667,tail root,64.8586,29.7748,-6,64.8586,29.7748,-6
8.06667,head center,102.447,3.25803,19,102.447,3.25803,19
8.06667,tail base,82.4269,17.3811,19,82.4269,17.3811,19
8.1,nose,119.695,-9.25793,2.5,117.771,-11.5551,2.5
8.1,left ear,107.961,8.69713,19,108.851,7.95153,19
8.1,right ear,98.9264,-3.89741,19,98.0363,-3.15181,19
8.1,left front paw,109.9,4.53733,-8,114.811,1.01434,-8
8.1,right front paw,103.488,-4.40073,-8,98.5771,-0.877734,-8
8.1,left hind paw,91.4053,27.6501,-8,86.4943,31.1731,-8
8.1,right hind paw,75.6673,5.71121,-8,80.5784,2.18821,-8
8.1,tail root,66.0665,29.2128,-6,66.0665,29.2128,-6
8.1,head center,103.444,2.39986,19,103.444,2.39986,19
8.1,tail base,83.5363,16.6807,19,83.5363,16.6807,19
8.13333,nose,123.954,-4.64083,2.5,122.812,-6.69638,2.5
8.13333,left ear,109.288,11.011,19,110.085,10.5686,19
8.13333,right ear,102.571,-2.95781,19,101.774,-2.51534,19
8.13333,left front paw,111.918,7.24981,-8,116.178,5.2011,-8
8.13333,right front paw,107.151,-2.66356,-8,102.891,-0.614856,-8
8.13333,left hind paw,89.7004,26.8106,-8,85.44,28.8593,-8
8.13333,right hind paw,77.9993,2.47782,-8,82.2597,0.429116,-8
8.13333,tail root,64.4737,23.9617,-6,64.4737,23.9617,-6
8.13333,head center,105.93,4.02661,19,105.93,4.02661,19
8.13333,tail base,83.8498,14.6442,19,83.8498,14.6442,19
8.16667,nose,121.267,-11.513,2.5,120.177,-12.8163,2.5
8.16667,left ear,110.11,6.80586,19,110.615,6.38345,19
8.16667,right ear,100.679,-5.49523,19,100.174,-5.07283,19
8.16667,left front paw,111.915,2.58655,-8,114.62,0.513468,-8
8.16667,right front paw,105.223,-6.14325,-8,102.519,-4.07017,-8
8.16667,left hind paw,94.1646,26.2753,-8,91.4605,28.3484,-8
8.16667,right hind paw,77.7374,4.84763,-8,80.4415,2.77455,-8
8.16667,tail root,68.8882,28.6424,-6,68.8882,28.6424,-6
8.16667,head center,105.395,0.655312,19,105.395,0.655312,19
8.16667,tail base,85.951,15.5615,19,85.951,15.5615,19
8.2,nose,123.772,-10.271,2.5,123.176,-11.124,2.5
8.2,left ear,111.365,7.22547,19,111.696,6.99429,19
8.2,right ear,102.815,-5.70316,19,102.485,-5.47198,19
8.2,left front paw,113.46,3.14231,-8,115.199,1.99275,-8
8.2,right front paw,107.393,-6.03284,-8,105.654,-4.88329,-8
8.2,left hind paw,94.1011,25.5359,-8,92.3628,26.6855,-8
8.2,right hind paw,79.2078,3.01508,-8,80.9461,1.86552,-8
8.2,tail root,68.7212,26.135,-6,68.7212,26.135,-6
8.2,head center,107.09,0.761157,19,107.09,0.761157,19
8.2,tail base,86.6544,14.2755,19,86.6544,14.2755,19
8.23333,nose,128.557,-3.78122,2.5,128.421,-4.13447,2.5
8.23333,left ear,112.55,10.4967,19,112.687,10.4439,19
8.23333,right ear,107.109,-4.01679,19,106.972,-3.96398,19
8.23333,left front paw,115.506,6.98566,-8,116.215,6.71979,-8
8.23333,right front paw,111.644,-3.31422,-8,110.935,-3.04835,-8
8.23333,left hind paw,91.6284,24.4817,-8,90.9193,24.7475,-8
8.23333,right hind paw,82.1498,-0.799884,-8,82.859,-1.06576,-8
8.23333,tail root,66.7575,19.3886,-6,66.7575,19.3886,-6
8.23333,head center,109.83,3.23995,19,109.83,3.23995,19
8.23333,tail base,86.8891,11.8409,19,86.8891,11.8409,19
8.26667,nose,128.87,-6.49233,2.5,128.986,-6.2308,2.5
8.26667,left ear,113.863,8.83293,19,113.762,8.87807,19
8.26667,right ear,107.455,-5.28038,19,107.556,-5.32552,19
8.26667,left front paw,116.575,5.1305,-8,116.054,5.36725,-8
8.26667,right front paw,112.027,-4.88539,-8,112.549,-5.12214,-8
8.26667,left hind paw,93.9321,24.1975,-8,94.4535,23.9608,-8
8.26667,right hind paw,82.7695,-0.386925,-8,82.2481,-0.150178,-8
8.26667,tail root,68.7743,20.7941,-6,68.7743,20.7941,-6
8.26667,head center,110.659,1.77627,19,110.659,1.77627,19
8.26667,tail base,88.3508,11.9053,19,88.3508,11.9053,19
8.3,nose,132.54,0.478667,2.5,132.713,1.41509,2.5
8.3,left ear,114.548,12.1552,19,114.185,12.222,19
8.3,right ear,111.378,-3.01717,19,111.741,-3.08402,19
8.3,left front paw,118.003,9.13469,-8,116.138,9.5245,-8
8.3,right front paw,115.754,-1.6328,-8,117.619,-2.02261,-8
8.3,left hind paw,91.742,22.7943,-8,93.6077,22.4045,-8
8.3,right hind paw,86.2201,-3.63496,-8,84.3544,-3.24515,-8
8.3,tail root,67.9355,13.9768,-6,67.9355,13.9768,-6
8.3,head center,112.963,4.56901,19,112.963,4.56901,19
8.3,tail base,88.981,9.57969,19,88.981,9.57969,19
8.33333,nose,134.607,7.57147,2.5,134.541,9.18748,2.5
8.33333,left ear,114.606,15.3199,19,113.98,15.2945,19
8.33333,right ear,114.607,-0.180126,19,115.233,-0.154735,19
8.33333,left front paw,118.606,13.0702,-8,115.363,13.0699,-8
8.33333,right front paw,118.607,2.07019,-8,121.85,2.07045,-8
8.33333,left hind paw,90.1055,21.0679,-8,93.3481,21.0682,-8
8.33333,right hind paw,90.1076,-5.93207,-8,86.865,-5.93233,-8
8.33333,tail root,68.6065,7.56622,-6,68.6065,7.56622,-6
8.33333,head center,114.607,7.56987,19,114.607,7.56987,19
8.33333,tail base,90.1065,7.56793,19,90.1065,7.56793,19
8.36667,nose,135.821,10.5346,2.5,135.504,12.7925,2.5
8.36667,left ear,115.25,16.6105,19,114.375,16.4877,19
8.36667,right ear,116.527,1.16321,19,117.402,1.28608,19
8.36667,left front paw,119.422,14.6977,-8,114.855,14.3202,-8
8.36667,right front paw,120.328,3.7351,-8,124.895,4.11264,-8
8.36667,left hind paw,90.3599,20.3225,-8,94.927,20.7001,-8
8.36667,right hind paw,92.5843,-6.58567,-8,88.0172,-6.96321,-8
8.36667,tail root,70.0452,5.09716,-6,70.0452,5.09716,-6
8.36667,head center,115.889,8.88687,19,115.889,8.88687,19
8.36667,tail base,91.4721,6.86844,19,91.4721,6.86844,19
8.4,nose,137.258,6.44559,2.5,137.142,9.38227,2.5
8.4,left ear,117.535,14.8763,19,116.397,14.8316,19
8.4,right ear,117.004,-0.614572,19,118.142,-0.569862,19
8.4,left front paw,121.455,12.4906,-8,115.533,12.6936,-8
8.4,right front paw,121.078,1.49705,-8,127.001,1.294,-8
8.4,left hind paw,93.2462,21.4624,-8,99.1687,21.2594,-8
8.4,right hind paw,92.3211,-5.52172,-8,86.3986,-5.31868,-8
8.4,tail root,71.2963,8.70703,-6,71.2963,8.70703,-6
8.4,head center,117.269,7.13088,19,117.269,7.13088,19
8.4,tail base,92.7836,7.97035,19,92.7836,7.97035,19
8.43333,nose,137.562,-1.03436,2.5,138.11,2.51574,2.5
8.43333,left ear,120.016,11.3029,19,118.641,11.5154,19
8.43333,right ear,116.285,-3.74114,19,117.66,-3.95359,19
8.43333,left front paw,123.357,8.15605,-8,116.298,9.90703,-8
8.43333,right front paw,120.709,-2.52038,-8,127.767,-4.27135,-8
8.43333,left hind paw,97.6215,22.7824,-8,104.68,21.0315,-8
8.43333,right hind paw,91.1209,-3.42333,-8,84.0622,-1.67236,-8
8.43333,tail root,73.5037,14.8559,-6,73.5037,14.8559,-6
8.43333,head center,118.151,3.78088,19,118.151,3.78088,19
8.43333,tail base,94.3712,9.67955,19,94.3712,9.67955,19
8.46667,nose,137.369,-6.0221,2.5,138.512,-1.9409,2.5
8.46667,left ear,121.661,8.58304,19,120.079,9.02614,19
8.46667,right ear,115.921,-5.81507,19,117.502,-6.25817,19
8.46667,left front paw,124.543,5.01177,-8,116.533,8.20477,-8
8.46667,right front paw,120.47,-5.20624,-8,128.479,-8.39924,-8
8.46667,left hind paw,101.032,22.9967,-8,109.041,19.8037,-8
8.46667,right hind paw,91.0334,-2.08386,-8,83.0237,1.10914,-8
8.46667,tail root,76.0609,18.418,-6,76.0609,18.418,-6
8.46667,head center,118.791,1.38398,19,118.791,1.38398,19
8.46667,tail base,96.0325,10.4564,19,96.0325,10.4564,19
8.5,nose,140.027,-2.2387,2.5,140.668,2.59509,2.5
8.5,left ear,122.616,10.289,19,120.743,10.5374,19
8.5,right ear,118.721,-4.71349,19,120.594,-4.96188,19
8.5,left front paw,125.923,7.10594,-8,116.267,9.61313,-8
8.5,right front paw,123.158,-3.541,-8,132.814,-6.04819,-8
8.5,left hind paw,100.348,22.0119,-8,110.004,19.5047,-8
8.5,right hind paw,93.5622,-4.1215,-8,83.9064,-1.61431,-8
8.5,tail root,76.1452,14.3486,-6,76.1452,14.3486,-6
8.5,head center,120.669,2.78776,19,120.669,2.78776,19
8.5,tail base,96.9551,8.94519,19,96.9551,8.94519,19
8.53333,nose,142.474,5.31172,2.5,141.892,10.785,2.5
8.53333,left ear,122.733,13.7005,19,120.612,13.4751,19
8.53333,right ear,122.235,-1.79145,19,124.356,-1.56601,19
8.53333,left front paw,126.659,11.3231,-8,115.332,11.6874,-8
8.53333,right front paw,126.305,0.328825,-8,137.632,-0.0354239,-8
8.53333,left hind paw,98.4305,20.235,-8,109.757,19.8708,-8
8.53333,right hind paw,97.5626,-6.75101,-8,86.2359,-6.38676,-8
8.53333,tail root,76.5077,7.43306,-6,76.5077,7.43306,-6
8.53333,head center,122.484,5.95455,19,122.484,5.95455,19
8.53333,tail base,97.9966,6.74202,19,97.9966,6.74202,19
8.56667,nose,143.811,4.79707,2.5,143.304,10.2661,2.5
8.56667,left ear,124.182,13.4437,19,122.063,13.2471,19
8.56667,right ear,123.481,-2.04048,19,125.601,-1.84387,19
8.56667,left front paw,128.076,11.0151,-8,116.781,11.5264,-8
8.56667,right front paw,127.579,0.0263156,-8,138.875,-0.485071,-8
8.56667,left hind paw,99.9674,20.2958,-8,111.263,19.7844,-8
8.56667,right hind paw,98.7463,-6.67656,-8,87.4505,-6.16517,-8
8.56667,tail root,77.8788,7.78199,-6,77.8788,7.78199,-6
8.56667,head center,123.832,5.70159,19,123.832,5.70159,19
8.56667,tail base,99.3568,6.80963,19,99.3568,6.80963,19
8.6,nose,144.964,2.18868,2.5,144.937,7.04977,2.5
8.6,left ear,125.998,12.2058,19,124.114,12.1953,19
8.6,right ear,124.2,-3.18957,19,126.084,-3.17903,19
8.6,left front paw,129.71,9.50713,-8,119.833,10.6604,-8
8.6,right front paw,128.434,-1.41865,-8,138.311,-2.57188,-8
8.6,left hind paw,102.33,20.7584,-8,112.207,19.6051,-8
8.6,right hind paw,99.1985,-6.05944,-8,89.3215,-4.9062,-8
8.6,tail root,79.4092,9.84289,-6,79.4092,9.84289,-6
8.6,head center,125.099,4.50813,19,125.099,4.50813,19
8.6,tail base,100.764,7.34947,19,100.764,7.34947,19
8.63333,nose,144.82,-4.85421,2.5,145.685,-0.727079,2.5
8.63333,left ear,128.168,8.66533,19,126.569,9.0006,19
8.63333,right ear,123.406,-6.08508,19,125.005,-6.42036,19
8.63333,left front paw,131.283,5.29527,-8,123.121,7.93038,-8
8.63333,right front paw,127.904,-5.17276,-8,136.067,-7.80787,-8
8.63333,left hind paw,106.619,21.6641,-8,114.782,19.029,-8
8.63333,right hind paw,98.3245,-4.0302,-8,90.162,-1.39509,-8
8.63333,tail root,82.0117,15.4221,-6,82.0117,15.4221,-6
8.63333,head center,125.787,1.29012,19,125.787,1.29012,19
8.63333,tail base,102.472,8.81693,19,102.472,8.81693,19
8.66667,nose,143.495,-11.3997,2.5,144.909,-8.13204,2.5
8.66667,left ear,129.62,4.95768,19,128.354,5.50581,19
8.66667,right ear,122.221,-8.66218,19,123.487,-9.2103,19
8.66667,left front paw,132.061,1.07111,-8,125.728,4.51171,-8
8.66667,right front paw,126.81,-8.59459,-8,133.143,-12.0352,-8
8.66667,left hind paw,110.837,21.7059,-8,117.17,18.2653,-8
8.66667,right hind paw,97.9479,-2.01905,-8,91.6148,1.42155,-8
8.66667,tail root,85.5004,20.1069,-6,85.5004,20.1069,-6
8.66667,head center,125.921,-1.85225,19,125.921,-1.85225,19
8.66667,tail base,104.392,9.84341,19,104.392,9.84341,19
8.7,nose,145.078,-11.3357,2.5,146.212,-8.67314,2.5
8.7,left ear,130.838,4.70453,19,129.807,5.14401,19
8.7,right ear,123.748,-9.07879,19,124.78,-9.51827,19
8.7,left front paw,133.366,0.874011,-8,128.178,3.54266,-8
8.7,right front paw,128.334,-8.9077,-8,133.522,-11.5763,-8
8.7,left hind paw,111.682,21.0247,-8,116.87,18.356,-8
8.7,right hind paw,99.3314,-2.98495,-8,94.1435,-0.316306,-8
8.7,tail root,86.3879,18.8546,-6,86.3879,18.8546,-6
8.7,head center,127.293,-2.18713,19,127.293,-2.18713,19
8.7,tail base,105.507,9.01987,19,105.507,9.01987,19
8.73333,nose,148.549,-6.54663,2.5,149.111,-4.40082,2.5
8.73333,left ear,131.893,6.96822,19,131.061,7.1863,19
8.73333,right ear,127.135,-7.78353,19,127.967,-8.00161,19
8.73333,left front paw,135.009,3.59904,-8,130.767,4.96722,-8
8.73333,right front paw,131.633,-6.86994,-8,135.875,-8.23812,-8
8.73333,left hind paw,110.341,19.9609,-8,114.583,18.5927,-8
8.73333,right hind paw,102.053,-5.73572,-8,97.8108,-4.36753,-8
8.73333,tail root,85.7347,13.712,-6,85.7347,13.712,-6
8.73333,head center,129.514,-0.407655,19,129.514,-0.407655,19
8.73333,tail base,106.197,7.11259,19,106.197,7.11259,19
8.76667,nose,150.366,-5.25138,2.5,150.707,-3.7544,2.5
8.76667,left ear,133.059,7.41832,19,132.479,7.55037,19
8.76667,right ear,129.041,-7.55182,19,129.621,-7.68387,19
8.76667,left front paw,136.339,4.20831,-8,133.367,5.00606,-8
8.76667,right front paw,133.487,-6.41566,-8,136.459,-7.21341,-8
8.76667,left hind paw,110.887,19.3229,-8,113.859,18.5252,-8
8.76667,right hind paw,103.888,-6.75408,-8,100.915,-5.95633,-8
8.76667,tail root,86.6222,11.8579,-6,86.6222,11.8579,-6
8.76667,head center,131.05,-0.0667479,19,131.05,-0.0667479,19
8.76667,tail base,107.387,6.28443,19,107.387,6.28443,19
8.8,nose,148.68,-13.2453,2.5,149.063,-12.4905,2.5
8.8,left ear,134.694,3.01677,19,134.401,3.16522,19
8.8,right ear,127.388,-10.6534,19,127.68,-10.8019,19
8.8,left front paw,137.161,-0.852996,-8,135.667,-0.0545236,-8
8.8,right front paw,131.976,-10.5544,-8,133.47,-11.3529,-8
8.8,left hind paw,115.796,19.636,-8,117.29,18.8375,-8
8.8,right hind paw,103.07,-4.17663,-8,101.576,-3.37816,-8
8.8,tail root,90.4711,17.8636,-6,90.4711,17.8636,-6
8.8,head center,131.041,-3.81832,19,131.041,-3.81832,19
8.8,tail base,109.433,7.72966,19,109.433,7.72966,19
8.83333,nose,150.821,-12.0482,2.5,150.885,-11.9085,2.5
8.83333,left ear,135.925,3.38483,19,135.871,3.40963,19
8.83333,right ear,129.415,-10.6819,19,129.469,-10.7067,19
8.83333,left front paw,138.61,-0.337047,-8,138.331,-0.207964,-8
8.83333,right front paw,133.99,-10.3199,-8,134.269,-10.449,-8
8.83333,left hind paw,116.105,18.8927,-8,116.384,18.7636,-8
8.83333,right hind paw,104.766,-5.61064,-8,104.487,-5.48155,-8
8.83333,tail root,90.9236,15.6707,-6,90.9236,15.6707,-6
8.83333,head center,132.67,-3.64854,19,132.67,-3.64854,19
8.83333,tail base,110.436,6.64104,19,110.436,6.64104,19
8.86667,nose,153.091,-10.219,2.5,152.893,-10.7227,2.5
8.86667,left ear,137.114,4.09201,19,137.309,4.01534,19
8.86667,right ear,131.642,-10.4102,19,131.447,-10.3335,19
8.86667,left front paw,140.062,0.574879,-8,141.075,0.192714,-8
8.86667,right front paw,136.179,-9.717,-8,135.166,-9.33484,-8
8.86667,left hind paw,116.221,18.1202,-8,115.208,18.5024,-8
8.86667,right hind paw,106.69,-7.14169,-8,107.703,-7.52385,-8
8.86667,tail root,91.3392,13.0786,-6,91.3392,13.0786,-6
8.86667,head center,134.378,-3.15909,19,134.378,-3.15909,19
