Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,99.71,99.86,99.88,96.94,99.27,99.0,95.09,98.29,99.88,99.8
2,67.66,79.58,78.7,72.82,66.54,68.07,68.61,74.57,79.15,78.46
3,40.11,57.39,57.9,37.67,38.23,33.3,38.83,33.17,66.33,62.69
4,23.32,35.31,33.15,20.89,20.27,19.9,17.17,18.63,43.42,32.11
