Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,88.77,89.92,89.64,89.16,87.85,89.12,87.16,87.19,90.02,89.67
20,54.58,72.91,66.6,65.57,53.87,58.42,66.07,72.1,74.53,76.52
30,29.35,41.5,35.92,23.7,18.34,27.86,22.48,40.97,38.83,45.54
