Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,0.56,0.55,0.4,0.41,1.31,1.45,0.71,1.0,0.97,0.43
2,1.7,1.78,0.99,1.11,2.12,2.16,2.26,2.02,2.38,1.4
3,5.2,5.4,2.43,2.49,3.68,3.36,6.22,5.19,4.92,4.15
4,8.55,8.33,3.29,3.78,7.65,8.14,9.85,9.04,8.45,5.77
