Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,0.89,1.02,0.65,0.52,1.19,1.57,1.26,0.97,1.08,0.82
20,3.06,3.17,1.11,3.09,1.06,1.75,3.38,2.45,1.8,2.07
30,2.55,2.97,1.46,1.64,1.03,1.7,3.15,1.91,1.92,1.87
