Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,1.31,1.0,0.97,0.51,1.53,1.64,1.42,1.61,1.38,0.68
2,5.62,5.28,3.21,1.95,5.73,5.19,5.77,6.2,5.56,3.34
3,6.7,7.59,3.18,3.3,2.48,5.25,9.52,5.77,7.81,6.7
4,3.76,4.17,2.12,1.89,2.48,2.61,6.27,3.49,3.36,2.65
