Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,1.86,1.96,0.96,0.96,1.52,1.58,2.24,1.62,1.59,1.78
20,2.58,2.64,1.29,1.39,1.57,1.62,3.43,1.77,1.86,2.36
30,3.36,3.4,1.67,1.74,1.72,1.86,4.5,2.08,2.2,2.98
