Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,5.99,3.77,6.57,2.57,3.43,2.12,4.75,4.75,3.14,5.77
2,4.81,3.78,5.28,4.71,2.2,2.38,6.9,2.31,3.18,4.42
3,6.86,5.78,12.66,5.25,4.42,6.19,6.84,3.13,5.33,7.65
4,6.02,4.82,6.27,4.81,2.44,2.64,8.65,3.27,2.82,4.15
