Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,4.41,4.34,3.98,2.96,2.38,2.58,4.81,4.66,3.79,5.01
2,6.35,5.26,10.48,7.3,3.61,3.17,6.34,2.43,3.96,4.81
3,11.58,7.0,17.92,7.19,7.48,4.8,7.84,3.72,6.86,15.76
4,5.12,5.01,5.5,5.65,1.78,2.13,7.18,3.75,2.92,4.2
