Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,2.03,2.34,0.96,0.96,1.38,1.67,3.02,1.49,1.43,2.29
20,3.07,3.13,1.5,1.43,1.51,1.94,4.0,1.95,2.16,2.91
30,3.71,3.83,1.82,1.85,1.75,1.96,4.83,2.18,2.11,3.13
