Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,88.11,89.97,89.15,89.21,89.2,89.65,88.9,88.5,89.99,89.64
20,72.68,74.24,74.42,66.57,78.38,76.58,67.95,72.18,77.1,74.0
30,53.81,64.13,63.61,45.24,48.95,60.54,46.12,60.08,63.73,66.19
