Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,19.25,18.52,8.99,27.61,17.7,26.47,23.38,18.71,31.69,25.72
2,10.62,13.51,23.22,8.6,7.69,15.25,15.35,10.85,12.99,13.45
3,7.86,3.52,13.29,12.23,8.92,5.25,7.7,5.19,7.05,7.34
4,23.96,28.91,31.74,21.42,17.05,19.4,14.35,16.64,32.72,30.26
