Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,92.15,97.18,95.73,89.19,94.1,89.91,89.83,88.89,97.18,99.03
2,47.31,53.55,62.63,40.43,49.9,36.3,44.34,40.48,58.31,43.9
3,46.56,59.04,54.91,50.04,44.26,39.24,36.08,40.42,60.09,50.24
4,20.93,44.78,42.02,21.97,24.95,21.65,15.47,23.83,39.29,39.56
