Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,1.21,1.02,0.89,1.29,1.03,1.27,1.58,1.82,0.92,1.18
2,9.93,6.19,7.32,10.5,11.67,10.19,12.95,9.59,6.4,6.68
3,15.65,7.3,9.13,14.05,15.45,10.57,15.88,13.86,7.2,7.35
4,13.23,7.63,7.61,12.68,14.67,14.34,14.99,12.67,6.84,7.93
