Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,5.14,4.04,4.28,4.54,4.35,4.63,4.31,5.17,4.02,4.13
20,16.2,14.78,14.43,15.79,14.3,13.41,14.54,13.71,14.34,13.25
30,27.79,25.27,24.95,26.87,26.52,25.15,24.83,24.72,25.18,23.52
