Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,95.19,95.75,95.71,96.39,93.88,89.59,92.51,90.87,95.69,98.55
2,60.61,68.96,73.03,64.96,65.02,55.67,57.42,43.61,72.41,63.89
3,27.28,32.21,41.97,19.33,18.7,18.69,17.92,18.5,36.58,35.09
4,22.29,35.99,39.92,20.86,19.82,15.67,13.72,18.04,41.76,31.33
