Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,87.25,89.1,88.96,88.36,88.2,82.92,87.97,87.1,88.8,89.45
20,69.73,76.93,75.89,72.54,70.51,69.64,76.11,71.78,77.95,78.24
30,48.44,52.3,62.59,36.73,33.52,19.86,25.93,27.22,62.72,46.16
