Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,0.84,0.84,0.48,0.61,1.29,1.36,0.88,1.06,1.03,0.87
20,2.2,2.25,0.93,1.22,1.24,1.45,2.22,1.38,1.41,1.71
30,3.34,3.09,2.07,1.84,1.17,1.36,4.46,1.81,1.74,2.54
