Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,0.52,0.45,0.31,0.34,1.32,1.42,0.63,1.02,1.06,0.38
2,3.04,2.69,1.44,1.39,5.43,6.63,2.64,6.9,6.18,1.71
3,3.47,3.23,1.83,1.47,5.16,4.51,3.07,5.81,5.21,1.99
4,3.66,3.63,1.71,1.61,3.93,3.31,6.14,5.1,6.49,3.81
