Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,89.04,90.22,90.12,89.5,88.78,89.47,89.87,88.88,90.59,90.78
20,73.11,75.53,76.41,69.83,74.73,73.47,72.81,71.48,76.2,76.5
30,45.96,48.88,57.12,24.07,32.76,25.62,25.43,48.2,57.21,57.44
