Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,96.62,96.77,96.77,96.24,95.19,95.72,93.74,93.79,96.88,96.42
2,46.84,70.11,64.46,54.69,50.62,43.1,46.08,49.92,69.86,59.65
3,24.71,37.39,36.51,19.7,24.59,28.05,19.14,17.74,37.99,30.3
4,18.73,38.56,31.07,24.06,19.98,17.28,14.77,20.01,38.61,30.11
