Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,88.06,89.66,89.4,88.71,89.3,89.41,89.27,88.96,89.86,89.32
20,73.5,72.27,76.16,61.15,77.7,76.11,68.17,72.08,76.07,76.53
30,46.34,60.95,60.04,43.2,40.91,52.32,44.16,58.34,61.88,62.34
