Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,0.63,0.73,0.64,0.56,1.28,1.49,0.81,1.14,1.14,0.74
2,3.35,3.33,2.28,1.83,4.09,3.41,3.76,2.97,2.88,2.0
3,4.87,4.7,2.28,2.63,4.11,3.58,6.45,6.03,6.38,3.91
4,5.2,5.07,2.74,2.21,3.18,2.82,5.92,2.7,2.72,3.95
