Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,0.89,0.88,0.63,0.75,1.31,1.38,1.56,1.13,1.12,0.96
20,1.81,1.94,1.48,1.43,1.17,1.32,3.06,1.53,1.61,1.33
30,2.81,2.77,1.77,1.79,1.39,1.48,4.12,1.68,1.76,1.93
