Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,1.21,0.86,0.81,1.38,1.23,1.21,1.25,1.29,0.72,0.71
2,4.33,2.88,3.06,4.93,5.74,6.47,5.47,5.33,2.75,3.49
3,11.38,7.73,6.16,13.72,9.31,14.82,16.3,14.56,5.66,8.47
4,18.75,12.11,12.2,22.64,20.85,24.69,22.81,22.81,10.65,14.39
