Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,5.14,4.16,4.19,4.56,4.51,4.24,4.31,4.58,4.2,3.93
20,17.63,15.35,15.52,16.5,16.2,15.12,14.93,15.1,15.42,14.31
30,30.54,28.01,27.56,30.28,29.76,28.48,29.1,27.59,27.29,26.06
