Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,94.27,94.5,94.87,92.26,93.39,92.95,90.14,89.31,95.6,91.96
2,47.14,67.29,70.41,54.15,54.67,47.9,47.14,44.07,70.31,54.94
3,22.72,30.88,33.02,17.54,19.7,22.54,22.1,20.27,37.24,27.19
4,18.94,26.55,34.33,14.27,17.36,11.46,11.08,18.19,32.68,23.85
