Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,11.03,11.79,8.03,9.86,10.98,11.31,10.23,12.21,9.57,10.13
2,11.45,12.62,11.87,16.91,17.48,15.91,18.46,23.25,12.76,10.67
3,19.04,18.54,15.94,19.29,19.0,14.84,26.03,25.67,16.88,17.7
4,20.51,16.52,14.2,12.99,21.42,20.38,19.52,20.73,10.07,16.63
