Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,12.18,10.94,11.11,12.05,12.07,11.79,12.1,11.58,10.88,10.53
20,24.04,25.15,24.24,23.32,22.61,23.74,23.11,24.29,24.49,24.32
30,28.4,29.11,28.55,27.57,27.41,29.12,28.69,30.46,28.47,28.94
