Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,10.66,9.83,9.92,10.49,10.45,10.46,10.64,10.75,9.81,9.85
20,17.08,17.95,18.03,15.62,16.2,16.15,16.02,16.34,17.9,17.95
30,20.74,20.82,20.67,19.38,19.23,19.48,19.11,20.25,20.48,20.44
