Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,11.84,12.64,10.55,10.46,11.0,12.02,11.4,13.42,10.43,10.13
2,17.75,15.61,17.05,16.86,16.49,15.86,19.26,25.23,17.06,13.42
3,16.52,16.08,14.81,17.36,16.97,14.1,23.76,24.45,14.62,18.85
4,13.83,12.37,11.29,12.98,13.04,12.91,13.88,14.77,9.33,10.79
