Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,17.93,15.89,17.1,17.28,16.56,17.1,19.43,21.27,17.43,18.43
2,17.24,16.99,15.8,18.56,17.38,17.35,22.12,27.24,15.63,15.52
3,16.53,17.97,19.8,19.91,16.82,14.75,23.14,19.35,16.55,21.27
4,11.97,11.31,8.56,9.87,11.64,11.58,11.33,10.49,8.53,8.83
