Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,6.79,6.09,6.14,6.37,6.29,6.55,6.6,6.84,5.99,6.24
20,14.98,13.91,14.16,14.12,14.48,14.1,14.33,14.98,13.84,14.03
30,22.72,21.72,21.61,20.98,20.91,20.93,20.67,21.1,21.33,21.21
