Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,44.98,51.1,45.17,49.27,48.54,50.78,46.84,45.16,48.76,45.29
20,21.59,20.21,18.45,23.0,20.43,25.72,21.33,23.59,19.81,20.66
30,12.84,12.37,9.95,17.43,17.64,20.08,14.67,17.04,12.26,9.16
