Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,10.29,10.57,8.6,9.28,9.3,11.4,11.73,13.25,8.41,10.3
2,13.86,13.93,16.1,15.99,13.95,16.54,21.62,31.92,14.29,11.5
3,15.97,14.56,15.18,17.42,16.7,12.86,21.76,23.58,12.98,17.99
4,15.02,12.95,11.61,14.14,13.84,14.31,15.38,16.2,9.15,12.25
