Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,10.64,9.51,9.67,10.02,10.27,9.78,9.98,10.04,9.45,9.17
20,18.32,18.53,18.34,16.41,16.43,16.53,16.25,17.09,18.26,18.47
30,19.61,19.49,19.68,17.89,18.24,18.79,18.66,20.07,19.28,19.52
