Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,2.26,2.75,1.27,1.27,1.31,1.64,3.27,1.48,1.44,2.08
20,3.37,3.52,1.47,1.4,1.5,1.97,4.68,1.94,2.06,3.08
30,3.76,4.1,1.99,2.0,1.8,2.22,5.64,2.29,2.47,3.64
