Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,2.01,1.03,1.17,1.85,2.02,2.34,2.72,2.78,1.06,1.59
2,6.92,4.05,5.34,5.74,8.79,7.4,7.15,7.75,4.16,4.27
3,11.43,5.92,6.8,11.31,12.0,11.51,11.54,11.73,5.62,6.37
4,22.08,17.6,14.21,26.6,17.95,24.88,24.28,30.07,14.75,18.58
