Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,87.57,89.07,88.91,89.32,86.19,88.98,88.28,88.71,89.07,89.89
20,62.98,72.26,74.64,58.3,51.97,47.21,51.82,71.56,77.15,75.76
30,46.67,65.64,66.61,45.6,46.86,42.03,47.95,47.23,66.81,63.21
