Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,1.07,1.28,0.74,1.0,1.24,1.68,2.0,1.18,1.19,1.43
20,2.25,2.19,1.44,1.34,1.23,1.68,3.16,1.44,1.41,1.9
30,3.05,2.68,1.76,1.75,1.32,1.79,4.66,1.63,1.83,2.36
