Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,0.79,0.69,0.61,0.56,1.21,1.58,1.14,1.01,1.02,0.68
2,5.37,5.03,2.78,2.38,6.44,6.72,3.97,6.74,7.87,2.7
3,5.66,5.95,3.14,2.81,5.08,4.99,6.45,4.8,4.49,4.14
4,4.29,4.23,2.61,2.5,3.98,4.0,6.34,4.6,5.43,2.95
