Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,2.31,1.53,1.53,2.16,2.09,1.91,1.92,1.69,1.43,1.38
2,8.84,4.37,5.51,8.22,9.48,9.23,8.41,9.33,4.65,4.59
3,14.88,10.54,14.32,16.51,18.67,30.77,35.43,40.05,10.21,25.24
4,12.6,8.3,7.59,13.67,15.81,17.85,15.4,14.97,6.97,9.24
