Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,30.08,33.38,35.98,37.32,41.48,43.76,41.74,39.26,33.99,38.27
20,27.96,32.86,33.11,25.24,26.85,25.23,31.79,29.87,34.18,33.51
30,11.32,13.66,11.47,10.77,9.66,13.7,11.7,14.25,12.82,17.14
