Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,13.78,7.19,15.78,13.04,16.86,5.62,2.16,16.33,12.94,16.1
2,4.23,2.19,0.7,1.8,1.28,2.98,4.61,4.66,2.16,6.73
3,1.71,5.05,5.42,6.79,3.15,7.13,12.14,3.63,3.67,18.13
4,2.23,2.38,6.68,1.84,2.17,2.7,3.03,3.04,1.75,4.45
